"","SITE","COUNTRY","YEAR","YEARN","NH","PLOT","G1","G2","L1","L2","E","DENS","G1_YN","G2_YN","L1_YN","L2_YN","WEED_YN","HARV_YIELD2"
"38",1,"Belgium",2003,1,4,38,0,0,1,0,0,"High",0,0,12.874564957,0,1.458714147,14.333279105
"39",1,"Belgium",2003,1,4,39,0,0,0,1,0,"High",0,0,0,7.030177071,1.728849379,8.759026451
"40",1,"Belgium",2003,1,4,40,0.7,0.1,0.1,0.1,0.64,"Low",5.789338485,2.498859318,4.742246704,2.283624023,0.97748268,16.291551209
"41",1,"Belgium",2003,1,4,41,0.1,0.7,0.1,0.1,0.64,"Low",2.319935163,6.563493795,3.839091241,0.784122295,0.12289122,13.629533712
"42",1,"Belgium",2003,1,4,42,0.1,0.1,0.7,0.1,0.64,"Low",3.365488969,2.144003541,9.460632717,0.288653786,0.209687082,15.468466094
"43",1,"Belgium",2003,1,4,43,0.1,0.1,0.1,0.7,0.64,"Low",3.759010298,2.525491851,3.997446569,3.359323715,0.627502663,14.268775098
"44",1,"Belgium",2003,1,4,44,0.25,0.25,0.25,0.25,1,"Low",4.499159801,2.256812511,7.608302928,1.14449674,0.505073872,16.013845851
"45",1,"Belgium",2003,1,4,45,1,0,0,0,0,"Low",10.081529029,0,0,0,0.497035263,10.578564291
"46",1,"Belgium",2003,1,4,46,0,1,0,0,0,"Low",0,7.837521406,0,0,0.370976255,8.208497661
"47",1,"Belgium",2003,1,4,47,0,0,1,0,0,"Low",0,0,14.000560116,0,1.490411541,15.490971657
"48",1,"Belgium",2003,1,4,48,0,0,0,1,0,"Low",0,0,0,7.38084793,1.987866916,9.368714847
"49",1,"Belgium",2004,2,3,1,0.7,0.1,0.1,0.1,0.64,"High",4.190226588,1.487018742,14.668891929,0.57966567,0,20.925802927
"50",1,"Belgium",2004,2,3,2,0.1,0.7,0.1,0.1,0.64,"High",3.754810459,6.88503363,10.430658418,0.332961795,0,21.403464303
"51",1,"Belgium",2004,2,3,3,0.1,0.1,0.7,0.1,0.64,"High",2.599911723,2.007070477,15.939099807,0.080112379,0.091280419,20.717474805
"52",1,"Belgium",2004,2,3,4,0.1,0.1,0.1,0.7,0.64,"High",3.649659885,9.123064228,5.335551339,1.956717467,0,20.06499292
"53",1,"Belgium",2004,2,3,5,0.25,0.25,0.25,0.25,1,"High",3.500176242,5.213756153,12.686419117,0.31072921,0.057003987,21.76808471
"54",1,"Belgium",2004,2,3,6,0.4,0.4,0.1,0.1,0.88,"High",4.075987728,5.265900557,11.291168585,0.137646951,0,20.770703819
"55",1,"Belgium",2004,2,3,7,0.4,0.1,0.4,0.1,0.88,"High",1.839383454,6.234976207,13.538507715,0.129104287,0,21.741971663
"56",1,"Belgium",2004,2,3,8,0.4,0.1,0.1,0.4,0.88,"High",3.910459863,4.009371434,13.043449663,1.136025558,0.013098268,22.112404785
"57",1,"Belgium",2004,2,3,9,0.1,0.4,0.4,0.1,0.88,"High",1.877742738,7.062938769,13.602708703,0.02764859,0,22.571038799
"58",1,"Belgium",2004,2,3,10,0.1,0.4,0.1,0.4,0.88,"High",2.422749022,8.204483347,9.658490957,0.362236099,0,20.647959427
"59",1,"Belgium",2004,2,3,11,0.1,0.1,0.4,0.4,0.88,"High",4.270400304,2.724584499,13.178661827,0.197708489,0,20.37135512
"60",1,"Belgium",2004,2,3,12,1,0,0,0,0,"High",9.400821005,0,0,0,0.907416244,10.308237249
"61",1,"Belgium",2004,2,3,13,0,1,0,0,0,"High",0,13.221150622,0,0,0.01012247,13.231273092
"62",1,"Belgium",2004,2,3,14,0,0,1,0,0,"High",0,0,19.700440474,0,0.311629397,20.012069871
"63",1,"Belgium",2004,2,3,15,0,0,0,1,0,"High",0,0,0,7.907969191,1.352553491,9.260522683
"64",1,"Belgium",2004,2,3,16,0.7,0.1,0.1,0.1,0.64,"Low",3.004878206,4.539894228,13.449716128,0.329938223,0.012432302,21.336859087
"65",1,"Belgium",2004,2,3,17,0.1,0.7,0.1,0.1,0.64,"Low",3.258329928,6.093494743,9.549348263,0.527935278,0,19.429108212
"66",1,"Belgium",2004,2,3,18,0.1,0.1,0.7,0.1,0.64,"Low",4.267154308,4.153035591,12.1921115,0.378255213,0.28274008,21.273296689
"67",1,"Belgium",2004,2,3,19,0.1,0.1,0.1,0.7,0.64,"Low",4.694950737,7.981034991,6.009530247,0.865653502,0,19.551169477
"68",1,"Belgium",2004,2,3,20,0.25,0.25,0.25,0.25,1,"Low",5.138759243,4.593564428,10.658959747,0.178349697,0,20.569633113
"69",1,"Belgium",2004,2,3,21,0.4,0.4,0.1,0.1,0.88,"Low",5.166934052,6.318145157,8.24659352,0.541443914,0,20.273116644
"70",1,"Belgium",2004,2,3,22,0.4,0.1,0.4,0.1,0.88,"Low",8.104677235,2.701648112,10.74520946,0.292973314,0,21.84450812
"71",1,"Belgium",2004,2,3,23,0.4,0.1,0.1,0.4,0.88,"Low",7.997286824,4.103710766,7.388321467,1.147355598,0,20.636674655
"72",1,"Belgium",2004,2,3,24,0.1,0.4,0.4,0.1,0.88,"Low",3.299418379,3.072649234,14.15464728,0.236555439,0,20.763270332
"73",1,"Belgium",2004,2,3,25,0.1,0.4,0.1,0.4,0.88,"Low",2.817535585,6.14797704,9.774221568,1.279835283,0,20.019569476
"74",1,"Belgium",2004,2,3,26,0.1,0.1,0.4,0.4,0.88,"Low",2.28062883,4.779176021,12.801479772,0.539024624,0.213562022,20.61387127
"75",1,"Belgium",2004,2,3,27,1,0,0,0,0,"Low",11.287749459,0,0,0,0.052517346,11.340266805
"76",1,"Belgium",2004,2,3,28,0,1,0,0,0,"Low",0,12.811725482,0,0,0.004241351,12.815966832
"77",1,"Belgium",2004,2,3,29,0,0,1,0,0,"Low",0,0,17.222108466,0,1.217740513,18.439848979
"78",1,"Belgium",2004,2,3,30,0,0,0,1,0,"Low",0,0,0,7.673159927,0.703699027,8.376858954
"79",1,"Belgium",2004,2,3,31,0.7,0.1,0.1,0.1,0.64,"High",4.303893759,7.619662546,7.28873673,0.734588473,0,19.946881507
"80",1,"Belgium",2004,2,3,32,0.1,0.7,0.1,0.1,0.64,"High",1.354768812,13.184899516,5.047961017,1.023077435,0.025392146,20.636098926
"81",1,"Belgium",2004,2,3,33,0.1,0.1,0.7,0.1,0.64,"High",3.613033372,1.284736362,16.821630407,0.112188194,0.067598371,21.899186706
"82",1,"Belgium",2004,2,3,34,0.1,0.1,0.1,0.7,0.64,"High",4.645422506,6.617597669,6.660148907,1.07982051,0,19.002989592
"83",1,"Belgium",2004,2,3,35,0.25,0.25,0.25,0.25,1,"High",3.301350512,7.272393499,11.982618351,0.589894956,0,23.146257319
"84",1,"Belgium",2004,2,3,36,1,0,0,0,0,"High",11.827486778,0,0,0,0.161968225,11.989455001
"85",1,"Belgium",2004,2,3,37,0,1,0,0,0,"High",0,13.015215809,0,0,0.009691402,13.02490721
"86",1,"Belgium",2004,2,3,38,0,0,1,0,0,"High",0,0,20.092021105,0,0.700248744,20.792269848
"87",1,"Belgium",2004,2,3,39,0,0,0,1,0,"High",0,0,0,7.772724022,0.358737015,8.131461037
"88",1,"Belgium",2004,2,3,40,0.7,0.1,0.1,0.1,0.64,"Low",6.048034959,3.411398252,9.704699346,0.580140246,0,19.744272803
"89",1,"Belgium",2004,2,3,41,0.1,0.7,0.1,0.1,0.64,"Low",2.578013027,11.712748096,4.833902624,0.491044426,0,19.615708171
"90",1,"Belgium",2004,2,3,42,0.1,0.1,0.7,0.1,0.64,"Low",5.488286458,3.138842454,12.289571518,0.030531721,0,20.94723215
"91",1,"Belgium",2004,2,3,43,0.1,0.1,0.1,0.7,0.64,"Low",7.841826506,6.524558277,4.945849137,1.088458279,0,20.4006922
"92",1,"Belgium",2004,2,3,44,0.25,0.25,0.25,0.25,1,"Low",2.58205306,4.743264665,12.186237357,0.573659424,0.027308218,20.112522724
"93",1,"Belgium",2004,2,3,45,1,0,0,0,0,"Low",10.790509893,0,0,0,0.044498587,10.83500848
"94",1,"Belgium",2004,2,3,46,0,1,0,0,0,"Low",0,12.266197653,0,0,0.046639995,12.312837647
"95",1,"Belgium",2004,2,3,47,0,0,1,0,0,"Low",0,0,19.529103703,0,0.360306842,19.889410545
"96",1,"Belgium",2004,2,3,48,0,0,0,1,0,"Low",0,0,0,7.845270931,1.200307065,9.045577996
"97",1,"Belgium",2005,3,4,1,0.7,0.1,0.1,0.1,0.64,"High",6.686088787,8.004546497,4.07318126,0.202080108,0,18.965896654
"98",1,"Belgium",2005,3,4,2,0.1,0.7,0.1,0.1,0.64,"High",0.301698796,14.991568468,2.371675076,0.103413237,0,17.768355576
"99",1,"Belgium",2005,3,4,3,0.1,0.1,0.7,0.1,0.64,"High",0.559374366,11.749372285,7.346262879,0.03533862,0,19.690348148
"100",1,"Belgium",2005,3,4,4,0.1,0.1,0.1,0.7,0.64,"High",1.454206285,15.041309166,2.04703342,0.790665423,0,19.333214294
"101",1,"Belgium",2005,3,4,5,0.25,0.25,0.25,0.25,1,"High",1.71577332,12.500407963,3.199026996,0.680193715,0.002130651,18.097532644
"102",1,"Belgium",2005,3,4,6,0.4,0.4,0.1,0.1,0.88,"High",1.568063983,12.64838605,3.955906036,0.739336698,0.343601177,19.255293944
"103",1,"Belgium",2005,3,4,7,0.4,0.1,0.4,0.1,0.88,"High",1.253199245,10.46133185,5.113540653,0.091136031,0.000364202,16.919571979
"104",1,"Belgium",2005,3,4,8,0.4,0.1,0.1,0.4,0.88,"High",0.355965658,13.908396136,3.06094247,0.724017559,0.530494508,18.579816331
"105",1,"Belgium",2005,3,4,9,0.1,0.4,0.4,0.1,0.88,"High",0.175534914,14.090722915,3.856070109,0.004348628,0,18.126676564
"106",1,"Belgium",2005,3,4,10,0.1,0.4,0.1,0.4,0.88,"High",1.027355951,13.495557644,1.679244126,0.287076415,0,16.489234135
"107",1,"Belgium",2005,3,4,11,0.1,0.1,0.4,0.4,0.88,"High",1.54237477,12.396076599,5.001082115,0.129582382,0.011495439,19.080611305
"108",1,"Belgium",2005,3,4,12,1,0,0,0,0,"High",12.528113726,0,0,0,0.666923009,13.195036735
"109",1,"Belgium",2005,3,4,13,0,1,0,0,0,"High",0,14.086059982,0,0,0.015976014,14.102035996
"110",1,"Belgium",2005,3,4,14,0,0,1,0,0,"High",0,0,14.396384865,0,0.218380303,14.614765168
"111",1,"Belgium",2005,3,4,15,0,0,0,1,0,"High",0,0,0,4.308494701,5.468879901,9.777374603
"112",1,"Belgium",2005,3,4,16,0.7,0.1,0.1,0.1,0.64,"Low",3.038099919,10.778440685,2.450494619,0.251419894,0,16.518455117
"113",1,"Belgium",2005,3,4,17,0.1,0.7,0.1,0.1,0.64,"Low",0.909665242,15.297626839,2.116289493,0.141781059,0,18.465362631
"114",1,"Belgium",2005,3,4,18,0.1,0.1,0.7,0.1,0.64,"Low",1.553228274,12.482026028,4.796545927,0.131669609,0,18.963469838
"115",1,"Belgium",2005,3,4,19,0.1,0.1,0.1,0.7,0.64,"Low",1.39240383,14.981154488,0.622110593,0.723337081,0.016847319,17.735853309
"116",1,"Belgium",2005,3,4,20,0.25,0.25,0.25,0.25,1,"Low",0.342732579,12.616606295,5.856981902,0.119881734,0.024464434,18.960666943
"117",1,"Belgium",2005,3,4,21,0.4,0.4,0.1,0.1,0.88,"Low",3.116302485,14.176830943,1.317045666,0.444499117,0,19.054678211
"118",1,"Belgium",2005,3,4,22,0.4,0.1,0.4,0.1,0.88,"Low",0.114860905,12.357481254,5.763603128,0.154573889,0,18.390519174
"119",1,"Belgium",2005,3,4,23,0.4,0.1,0.1,0.4,0.88,"Low",2.49569037,13.432589299,2.489141383,1.405446793,0,19.822867844
"120",1,"Belgium",2005,3,4,24,0.1,0.4,0.4,0.1,0.88,"Low",0.639910378,13.365659185,3.353064547,0.159075427,0,17.517709539
"121",1,"Belgium",2005,3,4,25,0.1,0.4,0.1,0.4,0.88,"Low",4.869074219,10.769319858,1.341023578,1.223310861,0,18.202728515
"122",1,"Belgium",2005,3,4,26,0.1,0.1,0.4,0.4,0.88,"Low",0.152532121,10.70131375,6.387845923,0.031051601,0.08671103,17.359454425
"123",1,"Belgium",2005,3,4,27,1,0,0,0,0,"Low",10.984851673,0,0,0,0.294009794,11.278861467
"124",1,"Belgium",2005,3,4,28,0,1,0,0,0,"Low",0,13.502803811,0,0,0.011278856,13.514082667
"125",1,"Belgium",2005,3,4,29,0,0,1,0,0,"Low",0,0,13.501488743,0,1.272042981,14.773531726
"126",1,"Belgium",2005,3,4,30,0,0,0,1,0,"Low",0,0,0,2.150624115,6.830215492,8.980839607
"127",1,"Belgium",2005,3,4,31,0.7,0.1,0.1,0.1,0.64,"High",4.103583948,11.843722055,2.636213716,0.521091388,0,19.104611105
"128",1,"Belgium",2005,3,4,32,0.1,0.7,0.1,0.1,0.64,"High",2.572785459,15.514530851,0.627484115,1.531060078,0,20.245860505
"129",1,"Belgium",2005,3,4,33,0.1,0.1,0.7,0.1,0.64,"High",7.695518079,7.45126919,5.61045566,0.308374974,0.048595455,21.114213358
"130",1,"Belgium",2005,3,4,34,0.1,0.1,0.1,0.7,0.64,"High",0.455406428,15.980300264,0.690705075,0.501081438,0,17.627493206
"131",1,"Belgium",2005,3,4,35,0.25,0.25,0.25,0.25,1,"High",1.235138507,15.601933904,2.825464683,0.485696963,0,20.148234055
"132",1,"Belgium",2005,3,4,36,1,0,0,0,0,"High",14.513573829,0,0,0,0.657049845,15.170623673
"133",1,"Belgium",2005,3,4,37,0,1,0,0,0,"High",0,14.06273561,0,0,0.002141002,14.064876612
"134",1,"Belgium",2005,3,4,38,0,0,1,0,0,"High",0,0,14.624592939,0,2.91844594,17.543038879
"135",1,"Belgium",2005,3,4,39,0,0,0,1,0,"High",0,0,0,6.256288492,1.751301006,8.007589498
"136",1,"Belgium",2005,3,4,40,0.7,0.1,0.1,0.1,0.64,"Low",3.527936004,12.140876035,0.933334202,0.651207453,0.002204799,17.255558493
"137",1,"Belgium",2005,3,4,41,0.1,0.7,0.1,0.1,0.64,"Low",0.635754658,16.567850041,1.987424604,0.300266432,0,19.491295737
"138",1,"Belgium",2005,3,4,42,0.1,0.1,0.7,0.1,0.64,"Low",2.382662748,10.080660522,6.247508328,0.020923274,0,18.731754872
"139",1,"Belgium",2005,3,4,43,0.1,0.1,0.1,0.7,0.64,"Low",2.562506809,13.811655401,0.842624089,0.355259892,0,17.572046191
"140",1,"Belgium",2005,3,4,44,0.25,0.25,0.25,0.25,1,"Low",5.530539482,9.706342263,2.530051112,0.384006005,0.008136347,18.15907521
"141",1,"Belgium",2005,3,4,45,1,0,0,0,0,"Low",11.094649834,0,0,0,0.067379763,11.162029595
"142",1,"Belgium",2005,3,4,46,0,1,0,0,0,"Low",0,13.718183741,0,0,0.074225194,13.792408935
"143",1,"Belgium",2005,3,4,47,0,0,1,0,0,"Low",0,0,9.948669262,0,3.151456409,13.100125671
"144",1,"Belgium",2005,3,4,48,0,0,0,1,0,"Low",0,0,0,1.450156161,9.195083731,10.645239892
"145",7,"Finland",2004,1,3,1,0.7,0.1,0.1,0.1,0.64,"High",7.267422101,0.601296424,1.000745038,0.019540622,0.205429147,9.094433333
"146",7,"Finland",2004,1,3,2,0.1,0.7,0.1,0.1,0.64,"High",0.304171481,7.112437749,0.238124132,0.53663777,0.668945537,8.860316667
"147",7,"Finland",2004,1,3,3,0.1,0.1,0.7,0.1,0.64,"High",2.330575422,3.509161808,2.980824975,0.260229433,1.586958362,10.66775
"148",7,"Finland",2004,1,3,4,0.1,0.1,0.1,0.7,0.64,"High",4.812505367,1.71023709,1.563068966,1.341982671,0.839022575,10.266816667
"149",7,"Finland",2004,1,3,5,0.25,0.25,0.25,0.25,1,"High",4.370110534,3.132931415,1.16074405,0.556677911,0.638152758,9.858616667
"150",7,"Finland",2004,1,3,6,0.4,0.4,0.1,0.1,0.88,"High",3.851474446,3.834972826,0.708044987,0.110542605,0.344198472,8.849233333
"151",7,"Finland",2004,1,3,7,0.4,0.1,0.4,0.1,0.88,"High",6.247733366,1.456000958,1.938821657,0,0.31979402,9.96235
"152",7,"Finland",2004,1,3,8,0.4,0.1,0.1,0.4,0.88,"High",6.906282826,1.44050383,0.347477348,0.325196376,0.133539621,9.153
"153",7,"Finland",2004,1,3,9,0.1,0.4,0.4,0.1,0.88,"High",3.210818562,4.68298594,1.483999759,0.045998083,0.368580989,9.792383334
"154",7,"Finland",2004,1,3,10,0.1,0.4,0.1,0.4,0.88,"High",2.099676875,5.080309108,0.67363337,1.210357099,0.767156882,9.831133333
"155",7,"Finland",2004,1,3,11,0.1,0.1,0.4,0.4,0.88,"High",5.110714812,1.44980865,1.920836615,0.781016647,0.387073278,9.64945
"156",7,"Finland",2004,1,3,12,1,0,0,0,0,"High",8.181967987,0,0,0,0.125982013,8.30795
"157",7,"Finland",2004,1,3,13,0,1,0,0,0,"High",0,6.223530056,0,0,0.049603277,6.273133333
"158",7,"Finland",2004,1,3,14,0,0,1,0,0,"High",0,0,5.400642314,0,1.215807686,6.61645
"159",7,"Finland",2004,1,3,15,0,0,0,1,0,"High",0,0,0,4.688361343,1.404555324,6.092916667
"160",7,"Finland",2004,1,3,16,0.7,0.1,0.1,0.1,0.64,"Low",6.954435731,0.647326415,0.586171257,0.451936028,0.20478057,8.84465
"161",7,"Finland",2004,1,3,17,0.1,0.7,0.1,0.1,0.64,"Low",0.916044979,5.356624978,0.906315403,0.464152093,0.920145881,8.563283333
"162",7,"Finland",2004,1,3,18,0.1,0.1,0.7,0.1,0.64,"Low",5.162637592,1.095796773,2.760011869,0.60700673,0.382947038,10.0084
"163",7,"Finland",2004,1,3,19,0.1,0.1,0.1,0.7,0.64,"Low",4.249095247,1.45977926,0.838729189,0.773886419,0.583926553,7.905416667
"164",7,"Finland",2004,1,3,20,0.25,0.25,0.25,0.25,1,"Low",3.591981576,2.172499117,1.876774696,1.143875545,0.701269066,9.4864
"165",7,"Finland",2004,1,3,21,0.4,0.4,0.1,0.1,0.88,"Low",3.61607911,3.569598222,0.457743206,0.151562896,1.409533232,9.204516667
"166",7,"Finland",2004,1,3,22,0.4,0.1,0.4,0.1,0.88,"Low",5.888861336,0.879434904,1.322565939,0.207678853,0.863075635,9.161616667
"167",7,"Finland",2004,1,3,23,0.4,0.1,0.1,0.4,0.88,"Low",5.414295744,0.754561827,0.544001967,1.838261617,0.965095511,9.516216666
"168",7,"Finland",2004,1,3,24,0.1,0.4,0.4,0.1,0.88,"Low",2.220555271,3.899747316,1.717212037,0.331497369,0.618521341,8.787533333
"169",7,"Finland",2004,1,3,25,0.1,0.4,0.1,0.4,0.88,"Low",1.357416794,4.125868662,0.613699322,0.906791982,1.297456576,8.301233333
"170",7,"Finland",2004,1,3,26,0.1,0.1,0.4,0.4,0.88,"Low",4.4099068,1.105236851,2.075956896,1.072305734,0.29794372,8.96135
"171",7,"Finland",2004,1,3,27,1,0,0,0,0,"Low",8.171008371,0,0,0,0.207908296,8.378916667
"172",7,"Finland",2004,1,3,28,0,1,0,0,0,"Low",0,6.976218317,0,0,0.595881683,7.5721
"173",7,"Finland",2004,1,3,29,0,0,1,0,0,"Low",0,0,5.168548138,0,1.85791853,7.026466667
"174",7,"Finland",2004,1,3,30,0,0,0,1,0,"Low",0,0,0,2.547353078,3.236530256,5.783883333
"175",7,"Finland",2004,1,3,31,0.7,0.1,0.1,0.1,0.64,"High",7.407011865,0.706119573,0.020894833,0.068222904,0.295489981,8.614883334
"176",7,"Finland",2004,1,3,32,0.1,0.7,0.1,0.1,0.64,"High",1.256414147,5.79272268,0.561114072,0.585173156,0.75307569,8.965483333
"177",7,"Finland",2004,1,3,33,0.1,0.1,0.7,0.1,0.64,"High",4.711183302,2.891482216,0.652875871,0.043011289,0.251863988,8.550416667
"178",7,"Finland",2004,1,3,34,0.1,0.1,0.1,0.7,0.64,"High",6.100908494,1.805202335,0.427426076,0.593396504,0.319399925,9.246333333
"179",7,"Finland",2004,1,3,35,0.25,0.25,0.25,0.25,1,"High",6.526605829,1.6401241,0.362132048,0.268955741,0.214382282,9.0122
"180",7,"Finland",2004,1,3,36,1,0,0,0,0,"High",8.697118127,0,0,0,0.325081873,9.0222
"181",7,"Finland",2004,1,3,37,0,1,0,0,0,"High",0,4.179274308,0,0,5.114109026,9.293383334
"182",7,"Finland",2004,1,3,38,0,0,1,0,0,"High",0,0,7.802185233,0,1.8086481,9.610833333
"183",7,"Finland",2004,1,3,39,0,0,0,1,0,"High",0,0,0,2.576885384,3.178914615,5.7558
"184",7,"Finland",2004,1,3,40,0.7,0.1,0.1,0.1,0.64,"Low",6.280926508,0.888052935,0.469892927,0.161400445,0.283327182,8.083599999
"185",7,"Finland",2004,1,3,41,0.1,0.7,0.1,0.1,0.64,"Low",3.077383369,5.286439595,0.770780184,0.168488718,0.255774801,9.558866666
"186",7,"Finland",2004,1,3,42,0.1,0.1,0.7,0.1,0.64,"Low",4.600906508,1.69153624,2.876179957,0.106946193,0.42349777,9.699066667
"187",7,"Finland",2004,1,3,43,0.1,0.1,0.1,0.7,0.64,"Low",3.910572566,1.733835104,1.256740639,0.624237091,0.324547933,7.849933333
"188",7,"Finland",2004,1,3,44,0.25,0.25,0.25,0.25,1,"Low",4.852204034,2.674626571,0.319971412,0.432061073,0.286336912,8.5652
"189",7,"Finland",2004,1,3,45,1,0,0,0,0,"Low",8.047926766,0,0,0,0.195923234,8.24385
"190",7,"Finland",2004,1,3,46,0,1,0,0,0,"Low",0,5.378029568,0,0,0.540853765,5.918883333
"191",7,"Finland",2004,1,3,47,0,0,1,0,0,"Low",0,0,5.630267657,0,2.581882344,8.21215
"192",7,"Finland",2004,1,3,48,0,0,0,1,0,"Low",0,0,0,0.860525714,3.810190954,4.670716667
"193",7,"Finland",2005,2,3,1,0.7,0.1,0.1,0.1,0.64,"High",5.671530495,1.051702789,3.389668957,0.545083496,0.290947597,10.948933333
"194",7,"Finland",2005,2,3,2,0.1,0.7,0.1,0.1,0.64,"High",0.149713283,6.320692103,0.668363737,1.676503612,0.324377266,9.13965
"195",7,"Finland",2005,2,3,3,0.1,0.1,0.7,0.1,0.64,"High",1.540869096,4.055050666,4.705618412,0.411114383,0.288297443,11.00095
